post_id,store_id,stores,create_on,ramen_name,fb_review
T300195,43,Nani麵,2020-05-30,祕製花雕沾麵豚230元,配置無沾麵分粗麵和細麵，偏好者可先詢問(菜單打勾的是粗)非常多長輩前往用餐，還有帶長輩的家庭看到麵友在社團留言說:有一種臺南甜叫Nani麵，就去了(欸，好容易被文案吸引的女子)當天有事去臺南，順路幫妹妹買葡吉的羅宋，最近天氣是後母心陰晴不定雷陣雨，以為會下雨結果是豔陽天。按著Google地圖走，差一點就錯過它，街的兩旁有一些小店，看著老宅，打開了仿日式的大門:歡迎光臨!一位嗎?一清二楚的用餐吧檯區，親切用心的服務人員、小巧可愛的小金壺與冰麥茶，鄰近地點:不多但蠻寬敞，不會讓人有壓迫感的吃飯。即使當時客滿，服務人員仍然不急...
T300196,44,あお実家和食処麵屋嵐山,2020-06-25,招牌濃雞湯拉麵/170元,配置改細直麵其實，前幾天星期日(22號)也有來實家吃拉麵，但食記打完，不小心按錯按鍵，被清空...只好今天中午再吃一次(誤星期日吃實家中華拉麵(160元加半球麵)，今天改招牌濃雞湯拉麵。因為離家算近，它是我吃過最多次的拉麵店，這間店剛改湯頭換店名時，有來吃過一次，但忘記當時點的是什麼拉麵，只覺得雞湯味，好濃好香，像香菇雞湯一樣。星期日吃的實家中華拉麵，覺得湯頭偏鹹，沒有很愛，用餐過的拉麵店不多，也許這就是醬油拉麵的口味。今天的招牌濃雞湯拉麵，湯頭有膠質感，雞湯味沒那麼濃，但還算清爽，搭配小白菜，肉片和看起來很像炸金針菇的東...
T300197,44,あお実家另一個家,2020-07-25,steaming_bowl 漢堡排定食140,配置加購:漢堡排定食140(還有飯跟湯沒拍)溫馨提醒:中午沒有休息如果說三冬是高雅精緻，實家就是溫暖樸實。月初時第一次來吃實家，就一試成主顧店裡有好多可愛的小朋友，很多熟客都是攜家帶眷來用餐，美味的日(親)式(子)食(餐)堂(廳)，大人小孩都喜愛，有麵、有飯，還有清爽解膩的烏龍紅茶。店內所有品項，全部都沒有超過兩百塊，既美味又經濟實惠，CP值超高啊！店外的等待區，設有木椅，店家還貼心地裝了電風扇，店內的等候區也有座椅，老闆真的很為客戶著想～今天吃的是蛋花拉麵，這碗拉麵是麵友李奧納多・皮卡丘，不，是狄卡皮歐大帥哥推薦的，蛋花拉麵跟...
T300198,48,不二家拉麵居酒屋,2020-11-15,醬油叉燒拉麵180,豚骨叉燒拉麵180/日式炸豆腐110簡單樸實的味道，不論是豚骨或是醬油都非常好入口，搭配萵苣、海帶芽等配菜，很清爽的搭配，不過以現在主流的口味來說，大概會被嫌棄是臺拉吧跟老闆說要麵硬不過是還好，但保有一定的Q度就是了，只是泡久會比較軟。蛋是滷蛋，叉燒偏柴但是滷得夠透所以小朋友也都能順利吞下。老闆、老闆娘好聊，還送了一盒巧克力給小孩XD商売繁盛。...
T300199,49,二月拉麵,2020-08-03,二月拉麵/.150,配置豚骨湯頭、麵硬、鹹度超重味騎著車，躲著雨雲不知不覺就來到了淡水，然後就不知不覺進了拉麵店(?二月雖然可以算是鷹流體系的一脈，但走得比較接近麵屋ｌｕｎａ，風格和價位都是。雖然快過了用餐時間，但店裡的人還不少。先點了一盤胡麻時蔬開胃，再來碗豚骨口味的二月拉麵。二月拉麵Z配置叉燒*2、青蔥、筍乾、糖心蛋。由於點的是豚骨超重味，湯麵的油脂較多，原本以為在夏天會感到油膩，但鹹度和油度取得了一個絕妙的平衡；比起雞骨的清爽，豚骨的豬腥味略重了一些，喜歡的人就會喜歡。麵體口感香氣佳，二月的麵條總是讓我會再替玉乙次，真的好吃。叉燒軟嫩，...
T300200,49,二月拉麵,2020-09-04,肉花ラーメン240,配置豚骨味噌40、麵偏硬、超重味湯想說一年只會吃這一次，於是在經典款的豚骨跟豚骨味噌間選擇大障礙還好有跟朋友同行所以兩個願望就一次滿足XD味噌跟豚骨融合得很好，應該是常見的那種信州味噌單喝豚骨反而會有一種只有鮮(鹹)味但沒有被平衡不夠立體的感覺麵細麵，可以加兩次。選麵偏硬覺得剛剛好，非常順口簌嚕一下就吸完了如果沒有點叉燒飯的話應該會加好加滿叉燒肥瘦蠻平均的，厚度也很一致，本身已經有帶鹹味可以很順利地吃到最後一片都不會覺得膩口蛋熟度是膏狀，我最喜歡的那一種，調味也不會過鹹叉燒飯有加上美乃茲後用火槍烤過，吃完後碗底不會過油或湯...
T300201,52,佐原拉麵,2020-08-01,醬油豚骨拉麵/200,簡介我不知道寫甚麼...第一次佐原拉麵，也是第一次在拉麵社團po文。整體表現算普通，我可能不適合吃醬油豚骨拉麵，感覺到濃濃的醬油味。...
T300202,52,佐原拉麵,2020-06-29,辛味味噌/200,配置鹹度:鹹蒜蓉:多(但味噌裡沒放)蔥花:多麵條:中粗麵硬度:硬又到臺中出差了，今天因為比較早下班，又是麵荒日，所以就想到飯店附近來試試看這間拉麵，這間拉麵在GGLE裡面有9分，而且常常經過的時候客人還不少，於是就鼓起勇氣踏進去吃了看了菜單，本來想點豚骨，但是看到有味噌，所以就想試試看，畢竟有味噌的店真的不太多，但也因為知道味噌不好弄，所以心裡其實有一點點準備，但......店裡有冰的檸檬水，喝了一口水，水還滿軟的，淡淡檸檬味還滿開胃的，等了大約五分鐘，麵上來了，喝第一口湯時，我腦中充滿疑惑，我點的真的是味噌口味嗎??幾乎...
T300203,54,臺南俺の豚,2020-11-22,DSP濃厚豚骨拉麵、濃厚豬雞魚介沾麵,配置湯鹹、麵硬、叉燒炙燒(+5)；加點叉燒飯(60)、舒肥雞胸肉(+50)趁著臺南pokemongo活動因此帶著女友來體驗俺の豚的威力讓她見識什麼叫隨餐品項過度犯規今天用餐狀況DSP的濃厚度依然讓我十分滿意而後來覺得經過炙燒後的叉燒其香氣方能與桂花紅茶冰沙配合所以這次也加了炙燒烤過叉燒的表面大片肉配著湯、麵、味玉末了再來口桂花紅茶冰沙解膩真的是再痛快也沒有了另外，今天的海苔吃起來非常香不知道是店家有換什麼品牌還是天氣濕度等什麼緣故豬雞魚介沾麵的部分...
T300204,54,俺之豚,2020-06-26,DSP濃厚豚骨240,配置濃、鹹、加雞肉叉燒、炙燒湯頭濃厚叉燒意外的有彈性雞肉醃漬的前置功夫很到位讓味道不只是在表面而已本體(?)的桂花紅茶冰沙和拉麵調性很搭淡雅的味道避免了一直重口味的膩感...
T300205,54,俺の豚我流豚骨ラーメン專賣,2020-11-01,極濃豚雞魚介沾麵/280,配置麵硬，加點大份唐揚雞/120俺の豚離我家其實超近，基本上算是我家巷口等級的距離，但前年有了女兒後因為不方便去排隊，所以一陣子沒拜訪了，昨天難的老婆心血來潮想吃，所以一家子就慢慢的散步前往(雖然有想自己跑去吃青鈴的萬聖限定，但還是尊重一下辛苦的老婆)久久未訪，一看到有新品項立刻就點了，後來是店員告知我才知道是沾麵XD沾麵的份量約是拉麵的5倍，麵體比店家拉麵使用的麵體稍粗，但沒到武藏的沾麵那麼粗，雖然不是捲麵，但沾附湯汁的能力也不錯，選擇麵硬的配置吃起來是十分的彈牙叉燒很澎湃的附了2種，豬叉燒和舒肥雞，2種吃起來都相當軟嫩...
T300206,54,俺の豚,2020-06-24,DSP濃厚豚骨拉麵/240,配置湯鹹、麵硬、肉炙燒(+5)、雞叉燒(+60)、桂花紅茶冰沙(+15)下午醒來發現已經四點急急忙忙收拾回臺南的行李時順道問了在臺南的友人要不要一起吃飯提供對方的選擇敘述大概是:薩索雞湯v.s桂花紅茶冰沙朋友因為天氣熱選擇了後者(加上之前我一直有慫恿吃這家)而後來我才知道原來朋友答應得那麼爽快是本來今晚也打算吃拉麵等了很久終於進場用餐後由於整天沒吃什麼東西十分飢渴於是點了雞叉燒想看看是什麼味道(畢竟店裡也沒有雞湯相關的拉麵)並多點了一杯冰沙消解我的燥熱當麵端上來的時候看到那個雞叉燒還滿傻眼的不論是份量和厚度完完全全就是...
T300207,56,全粒粉濃厚豚骨拉麵らーめん壱RamenIchi,2020-12-07,叉燒沾麵/.260,配置要洋蔥、青蔥、檸檬片、麵條硬、普通口味(偏鹹)、叉燒肥瘦各半出差的晚餐，一樣用拉麵來對決。らーめん壱的店內燈光相當明亮，後面設有停車場，使用點餐機點餐，可客製化的選項非常多，並有一臺小微波爐提供自助沾湯加熱；我點了個店長推薦的叉燒沾麵。叉燒沾麵Z配置梅花肉叉燒*2、五花肉叉燒*3、筍乾、海苔。桌上的小牌子提示客人可以先取用一兩條麵感受麵體的香氣，再配上沾湯使用，��沾湯使用魚介豚骨沾湯，撒上芝麻與青蔥，味道相當濃鬱並加了檸檬片提高酸度，試喝了一口才發現竟然還有胡椒香氣，非常開胃!肥瘦各半的叉燒，五花肉的部分多了炙燒的香...
T300208,56,らーめん壱Ramenichi全粒粉濃厚豚骨拉麵,2020-06-18,味玉魚介豚骨沾麵/220,配置粗麵、硬麵、冷麵、濃厚口味、要蔥、要洋蔥、要檸檬這家是社團近期的紅店應該也是目前全高雄最強沾麵店了吧？！隔壁剛好是好事聯播網阿超家開的店只要去吃都會買他們家飲料！點餐是使用點餐機，他們真的菜單超客製化像是是否要蔥、要洋蔥、要不要檸檬片、麵條種類、麵條軟硬、麵條冷熱、鹹度調整等等...
T300209,56,らーめん壱RamenIchi,2020-05-23,叉燒沾麵/400,配置麵硬、溏心蛋不對切、叉燒肉瘦，沾醬不加芝麻，叉燒飯不加芝麻、豬背脂週末回高雄，午後雨停立馬衝去朝思暮想的らーめん壱RamenIchi吃沾麵，沾醬豚骨與魚介味道平衡不互搶，加上柴魚片(可要求增量)亦增加些許香氣與層次，入口濃鬱不膩口，調味稍鹹稍甜，我覺得整體跟麵屋武藏調味很相似，三河屋麵條軟硬度適中，口感Q彈，麵條很巴沾醬，叉燒雖無炙燒亦非舒肥，但口感不鹹不柴，厚薄度適中，份量十足，筍乾不過甜但口感普通，溏心蛋是膏狀，但熟度稍熟，也沒香氣，叉燒丼叉燒丁份量多，炙燒香氣足，但以肥肉居多，米飯較為濕軟，非粒粒分明，淋上的醬汁...
T300210,58,匠麵殿拉麵專門店,2019-05-02,豚骨蒜香拉麵200,配置麵硬、湯濃延伸:#拉帽幫#跟著椪柑洗碗#椪柑一餐兩碗椪柑一直說我都沒約他吃麵，我只好把我待吃的口袋拿出來給他選，而匠麵殿就是椪柑雀屏中選的店家！我們去吃的是新開幕的二店~從臺電大樓站出站走過去需要一點時間，大約10分鐘內。算是在師大商圈周圍，然後對面有一間門面看起來蠻厲害的鐵板燒，椪柑說下次要帶我去那邊洗碗~XD因為我們三個人，店內那時候9成滿剛好沒有3人一起的鄰近地點:所以有稍微等了一下，之後被安排坐了靠近後面的個人座。第一次來所以就選了基本款的豚骨湯頭，然後豚骨我通常一定都會搭配大蒜，於是就選了豚骨蒜香這碗。味道...
T300211,59,十劍拉麵,2020-08-24,澳門大骨煲拉麵,特濃豚骨叉燒拉麵 牡蠣 想寫這篇是因為 版上只有兩篇關於這家但這家目前有三間分店算多了在查不太到評價外加一番糾結下我還是踏入其中玩踩地雷此外這碗大骨給我滿滿的視覺跟味覺衝擊 先說裝飲料的時候看到豆漿機心裡 媽的這一定是海力士開的哪個店家會放豆漿在日本料理店啊 不過真的好喝 看到菜單上有蛤蜊雞白湯腦袋開始回想這週吃的拉麵 週一的柑橘 湯週三的 湯週五的柑橘蛤蜊 湯再看看菜單上的雞白湯
T300212,60,千勝軒,2020-10-04, 細麵、麵超硬老闆提,鹽味豚骨 麵條 細麵 麵超硬老闆提醒 麵選超硬會有黏牙的問題 但吃起來算硬 不及超硬 因此沒有感受到黏牙 湯初入口有輕微的豚骨味 湯頭濃鬱帶有膠質感 只是辛味豚骨的小辣很無感 可惜胃容量不足 無法加點白飯 此湯頭吃完麵加入白飯一定很好吃 叉燒 片 屬瘦肉較多的叉燒 軟而不爛帶點嚼勁 有些微炙燒香氣 溏心蛋帶有淡淡的醬香 熟度剛好 木耳爽脆 蔥的香氣足 不知道原本配置蔥的份量不少 又加點了一份蔥 於是吃完整個嘴裡留有滿滿的蔥味 店裡環境整潔明亮 只有兩人作業 需耐心等候一點時間 星期一 星期四非營業日 前往時需留意營業時間 冰
T300213,60,千勝軒,2020-09-23,醬油豚骨拉麵/175,配置都正常太久沒吃拉麵。突然心血來潮離我最近的拉麵店剛好有開。—————————————端來的時候習慣先喝一口湯。嗯⋯濃而不膩熟悉的豬骨味。叉燒是厚切梅花肉。對於喜歡吃薄片或是喜歡入口即化的人可能比較不太適合。但對於喜歡大口吃肉的或許是個好的選擇。麵條吸附湯汁配上海苔。個人覺得一絕(有人也是跟我這樣習慣海苔夾著麵吃的嗎？)溏心蛋熟度剛剛好，不會過熟。至於味道就沒有太多記憶點。但整體來說是不錯吃的。推薦臺中下午想吃拉麵但不知去哪吃的時候。千勝軒是個好選擇，而且價錢不貴。值得回訪的一家店端來的時候習慣先喝一口湯。...
T300214,61,半熟堂,2020-10-10,1/2+1/2名古屋半熟飯+魚介醬油拉麵/220元,配置正常相信每一個工作場所如果遇到要評鑑或是稽查，事前的工作準備一定忙到暈頭轉向，各種資料或是環境都要準(作)被(假)出來，希望能用最完整的準(表)備(面)工作，達到法律上的各項要求。今天好不容易渡過難關，等著下班時就一直在思考晚餐要怎麼慰勞自己，今天想吃特別的飯也想吃麵，於是就千里迢迢的初次拜訪半熟堂。半熟堂貼心的設計了1+1/2和1/2+1/2套餐讓顧客可以任選套餐裡面的任2種品項，一次可以嚐到2種餐點，我選擇了名古屋半熟飯以及魚介醬油拉麵。名古屋半熟飯的配置有一塊炸豬排、辣肉醬、介蘭菜、半熟蛋(歐姆蛋)等，我習慣從上...
T300215,65,品麵屋ラーメン,2020-07-24,鹽味雞白湯拉麵160,"配置湯正常*2,麵正常*2,單點叉燒肉50.感謝社團麵友寒沐蝶大、子超大資訊提供，才知道前兩天新開(7/22正式營運)了這間品麵屋！.由於炙燒蔥拉麵180已售完，所以改點鹽味跟醬油各一碗。(店家說湯底相同只是炙燒蔥拉麵的蔥花較多).湯頭味道還蠻順口，雖說個人口味較重所以覺得鹹度略微不太夠，但整體來說是K的～喝到最後也不會有膩口感。(但若可以指定更鹹一點的鹹度就太好了QQ).菜單上麵條僅有硬度可選，並無粗細麵之分，麵體口感是我個人偏好的帶點嚼勁且不易爛類型，每人可以免費加一次的替玉(加麵)給的份量也不少，麵的部分還是挺滿意的..."
T300216,65,品麵屋,2020-08-21,肉多多叉燒拉麵鹽味240,配置湯濃麵硬先來說缺點好了之前看到社友分享這是臺拉以上日拉未滿就蠻好奇究竟是怎樣的狀態考慮到主客群是附近的住宅區湯的濃度大眾化很正常不過喝起來的口感就是稍微熬一下子的普通雞湯沒有任何層次或是香味膠質也不太有整碗喝完嘴巴都不會黏跟淡麗系或是喝起來滑順一點關係都扯不上帶長輩來吃長輩會很喜歡的類型老闆娘有強調是全雞+蔬果下去熬製但真的沒有蔬菜的鮮甜單純加了一小撮鹽巴提味而已糖心蛋一拿到麵我馬上就吃了近乎全熟接下來講優點麵條的口感很不錯不會有鹼水味選硬只是一般拉麵仔正常的口感喜歡真正麵硬的需要另外提出叉燒真的神好吃肥瘦得宜不會有太...
T300217,66,哈拉麵,2020-07-18,叉燒拉麵(5片叉燒)170元糖心蛋1粒20元(其實麵裡本來就有給半顆，我額外加的)日式唐揚雞塊100,配置細麵/麵量正常/麵條硬/湯頭鹹上週末去臺東看熱氣球，晚上去吃臺東這家哈拉麵，湯頭我選日式湯頭(鹹的那個，老闆說那個會比較偏日式味道)，夠鹹而濃度算適中，麵體是細麵，我選偏硬的。叉燒肉有醃製入味，不過沒能點到厚切比較可惜，老闆說厚切的肉會換部位。糖心蛋很好吃，吃得出來是老闆自己做的味道很特別。唐揚雞現炸的炸的很剛好，裡面還保有汁液在不會柴，值得一點。整體蠻推薦的，滿分5分我會給到4分(橫濱家系大和家我給7當標準)上週末去臺東看熱氣球，晚上去吃臺東這家哈拉麵，湯頭我選日式湯頭(鹹的那個，老闆說那個會比較偏日式味道)，夠鹹而...
T300218,68,圓拉麵,2020-10-06,醬油魚湯拉麵(麵硬再加硬，湯鹹清180,雙湯拉麵(雞+魚)160虎川亭已暫時歇業，別再來排隊！！今天約11:15到達虎川亭，雖然店門有半開但內部沒有開火的情形約等了10分鐘，隔壁鄰居剛好要出門見到我就說道:“老闆身體不好，暫時沒開了，你別排了！”抱著極度懊惱的心情轉往今天的第二個目標，圓拉麵。先點了醬油魚湯拉麵，醬油的香氣十足，接下來是滿滿的魚湯味，好久沒喝到不是魚介粉調味的湯頭了，好喝。麵硬再加硬保留麵芯的口感不錯，溏心蛋熟度也很棒，叉燒是用豬頰肉帶有軟Q的口感，筍絲則是用一般家庭滷製的筍絲，頗有特色。濃湯搭配玉米，還頗能解膩。吃完一碗欲罷...
T300219,71,橫濱拉麵,2020-06-27,黑蒜豚骨(替玉)180+蔥40總計220,連假來南投四日遊，今天住埔里剛好有機會來體會一下停車場的震撼。本來想點叉燒大蒜豚骨，但店家今日生意太好了，缺肉XD(店員說還有肋排，限量3份，差點坦克拉麵給他點下去，最後還是忍住了)，後來改點了黑蒜豚骨+蔥...剛上桌時，濃濃的蒜味讓人食慾大開，麵條是捲麵，但我忘了跟店員說硬度了...但麵的口感還ok...湯的部分因為有黑蒜油，喝起來蠻香的，但對於我來說覺得口味不夠重...配料我認為中規中矩...只是為啥有玉米...我實在不行...整體來說不難吃，到埔里旅遊的人有不知要吃什麼可以考慮一下，畢竟有片很大的停車場...
T300220,72,墨洋拉麵,2020-08-02,泡系雞豚拉麵配置正常加點叉燒飯,店內空間不大二三樓都有座位有辣豆芽免費供應泡系拉麵的口感讓人驚豔有種牛奶般溫順的感覺叉燒是薄片彈牙的口感但其中有一塊雞叉燒吃起來像是南洋香料的口味相當特別有種畫龍點睛的效果叉燒飯焦香味較為突顯飯有淋醬油很好入口有免費加麵不過因為是在三樓所以是店員會到身邊問需不需要加麵我被問到兩次不過因為有點叉燒飯所以沒有加之後想再來試試他們的貝系拉麵...
T300221,72,墨洋拉麵,2020-08-24,極上貝貝拉麵+？？？,看完電影之後還在想要吃什麼跟同事走到這邊，看見熟悉的人影就進來了極上貝貝這品項從開幕至今大概吃過十來回從一開始的干貝配上貝粒，而且洋蔥辣感有點搶到湯的氣味一直到目前的調整味道上保留貝類湯頭的鮮味再用蔥跟洋蔥來提味感受不錯最重要的那塊蘿蔔，泡的很入味但又不會拉走湯的平衡拿來轉味蠻適合的最後配上？？？叉燒飯，感謝招待...
T300222,72,墨洋拉麵,2020-07-08,極上貝貝拉麵，260TWD(=8.81USD),配置Default延伸:RoodytheTraveler旅者RoodyBlog:https://ryokousharoody.blogspot.com/FanPage:https://www.facebook.com/yuro.tsai/Instagram:https://www.instagram.com/roodytsai1224/#拉麵#美食#干貝#貝湯#醬油#舒肥#叉燒#豬肉#蘿蔔#麵#蔥#洋蔥#公館#臺北#臺灣圖多Blog好讀版:English:https://ryokousharoody.blogspot.co...
T300223,72,墨洋拉麵,2020-07-24,220)、泡系雞豚拉麵( 80),配置濃度無調整，麵超硬.被版上的食記燒到，但為了腎臟的安康，尤其貝類又是高嘌呤食物，總算拖到最近才去吃。.很意外週四6點多接近7點的晚餐時間竟然不用排隊，雖然店裡用餐區有二樓跟三樓兩層，但是空間並不大，可是也不會擠；不過吃完出來以後發現門口排很長，可能是無意間用掉了這禮拜積攢的人品了吧ヽ(ﾟ▽ﾟ)ノ.跟朋友拿到的座位是三樓，樓梯有點陡，但只有二樓有醬油清湯的加湯壺。因為墨洋的椅子比較高，坐墊面積又比較小，160如我上下不是很方便。(絕對不是因為肥宅本來就行動不便)(我堅信肥宅只是一種態度)....
T300224,72,墨洋拉麵,2020-11-15,極上貝貝拉麵，叉燒飯/260,配置無更動湯是清湯，湯頭帶有淡淡的干貝味，原本看到上面浮一層油，我以為會偏膩，但是喝起來跟想像的不一樣，吃不太出很油的感覺，不會有很重的負擔，麵條是細麵也很不錯，叉燒表現的中規中矩，干貝我平常沒在吃也吃不出個所以然，有一個配料是滿大塊的蘿蔔，看起來應該有滷過，在整碗麵裡面算是味道比較重的配料，我自己還蠻喜歡的。叉燒飯醬油不會過多，量抓的很剛好，但是美奶滋我覺得可以多一點吃起來比較爽。在自助吧檯區有豆芽菜可以自行取用，那個豆芽菜超好吃，有別的客人問店員還有沒有，店員說沒了就沒了，看來我運氣還不錯，這麼晚了還有吃到。整體來說是...
T300225,72,墨洋拉麵,2020-05-17,限定濃厚蟹蟹拉麵/330,配置濃湯、細麵這次是第一次造訪墨洋，前段時間常看到社內有幾篇分享這家的貝出汁食記覺得很感興趣，就想嘗試看看這家貝系拉麵。原本是打算試極上貝貝的，不過入店後被櫃檯店員推薦有今日的蟹肉限拉可點(因為是臨時起意事前沒特別去官專確認當日資訊，所以不知道有限拉這回事XD算是賺到了)，遂改為試吃蟹肉拉麵了。以下簡短食記(語彙力不足故無法描述的很生動QAQ)=====================================一上桌就是十分搶眼的一個小螃蟹置於碗中，還有3塊左右的蟹黃在湯內，先試食蟹黃的部分，口感為蟹黃標準帶點沙沙顆...
T300226,72,墨洋拉麵,2020-05-30,限定牡湯煮干拉麵/320,配置無調整今天吃這碗真的純屬意外，原本下午是跟家人開車在臺北到處晃，結果就在公館停了下來，商圈逛著逛著就剛好繞到墨洋附近，又剛好接近晚餐時間，又這麼剛好我排到了頭香所以想說肯定是命運的安排，不吃就虧大了對吧？開店時間一到便入內點餐，店員會詢問麵上面放的生蠔是否要燙熟，怕有人不敢吃生食，想當然我這種愛吃到不行的隨即回覆「不用謝謝！」，就座後一邊啃著自助式的豆芽菜一邊期待牡湯的到來，就在上桌的瞬間，牡蠣的氣味就衝進我的鼻腔，當下我就知道，這碗真的有夠牡湯啊～首先喝一口湯，牡蠣的鮮味與清甜味用相當平衡的方式像我打招呼，還附帶煮干...
T300227,72,墨洋拉麵,2020-09-16,柚香貝出汁拉麵/.220,配置預設在雞湯拉麵盛行的現在，主打海鮮口味算比較少見的，把干貝入菜的右少之又少，也難怪開幕沒多久也晉升排隊名店。排隊方式是在門口候位，有空位時再由店員招呼點餐，用餐區在二、三樓，雖然空間不大，但也沒有悶熱或是油煙的問題，每層樓都有自助水和豆芽菜。柚香貝出汁拉麵Z配置叉燒*5、干貝*1、青蔥、紫油蔥。喝下湯頭的時候相當驚豔，海鮮貝類的味道和醬油湯頭處理得很協調，鮮美而沒有過多腥味，回甘的尾韻由柚子帶出，一氣呵成。干貝非常非常的軟嫩，可以用筷子輕易分開，表面有炙燒處理。相較於干貝，叉燒就稍微普通些，切成薄片但不失嚼勁。麵條硬度...
T300228,72,墨洋拉麵,2020-10-26,泡係雞豚手工特調版(？),配置干貝2顆跟朋友路過一起來吃想說好久沒吃濃湯來個泡係雞豚好了結果神祕的麵就這樣出現了(？)基底還是一樣泡係雞豚的湯但在打泡的過程加入了神奇的東西整碗湯瞬間變成肉泥等級一上桌的時候我還以為極匠端錯地方了(誤湯體本身不是用豬背脂或豬油來提升濃度所以口感上比較沒那麼膩吃起來很厚的口感，整碗變成拌麵一般不過湯溫降了跟上面的蔥絲及洋蔥丁達到一個很好的平衡，整體感覺算是很棒的一碗濃湯未來有機會考不考慮加入定番菜單(？#感謝招待#血管快塞住的感覺...
T300229,72,墨洋拉麵,2020-10-04,柚香貝出汁拉麵/220,中秋連假最後一天特地來踩點這家店先前板上已有不少篇食記了，而這次會選擇墨洋主要是因為其主打得貝系湯頭，因此這次就先以貝出汁醬油清湯的品項為主，濃湯系的以後有機會再來嘗試。湯底部分，初次入口第一個到來的味道就是類似蛤蠣、貝類的鹹味及隨之而來的鮮味，醬油相較於蘭丸這種重口味的店家就不是那麼明顯，而這湯底與附上的一顆干貝算蠻搭的(可能兩者構成同樣都是海鮮系的關係)。有點可惜的是，湯給的量並不是很多，雖然店家標榜無限加麵，但這湯量來看加一球就是極限了，兩球以上湯會不夠。麵與湯底配合度大概類似壹穴醬油那樣的感覺，算是正常發揮；叉燒的話，...
T300230,72,墨洋拉麵,2020-06-12,泡系蟹黃雞豚拉麵280,配置拉麵:叉燒5片、炙燒雞腿叉燒1塊、蟹黃、紫洋蔥、青蔥。飯:叉燒碎、比目魚鰭邊肉、特製醬汁、青蔥、蛋黃、美乃滋。延伸:今天臨時跟朋友相約前往用餐，第一次接觸到泡系喝到特有的口感，雞豚的湯頭不算厚重但喝到後面有一點膩感。叉燒的部分兩種在口感跟調味上都還不錯，細麵的部分不會軟爛，蟹黃應該說並沒什麼存在感，除非在吃麵喝湯時夾帶到在尾韻上會有一點鮮味，整體來說算好吃。海陸tkg叉燒飯倒是滿驚豔的，蛋黃讓整碗的配料很好的融合在一起，可惜醬汁太甜如果沒有說放魚肉真的感覺不出來，但整體很不錯。今天涼拌豆芽菜略有豆腥味，水的部份個人覺得...
T300231,72,墨洋拉麵,2020-08-23,限定海膽拌麵/300,這是我第一次嘗試寫心得，由於沒什麼文筆，故這篇心得只是將吃這碗麵的味覺感受直觀的寫出來。好的長話短說，這碗麵是我短期內吃過最牛逼的，牛逼到想要寫這篇心得。這碗麵的配料分成了海膽、堅果、海膽沫、鮭魚卵四個部分，而這四樣拌在一起時依然能吃得出各自獨特的味道，也不會因為混合產生任何違和感。即便有在變吃邊拌，吃到約剩1/3時仍然感受到在底下的醬料會比上層來得豐富，吃下去非常滿足。我覺得這碗濃而不膩，一口可以吃到滿滿的海膽味又不會因為味道太膩而產生不適感。順帶提一下墨洋的環境，這是我初訪墨洋，位子在三樓吧檯靠牆，木頭為主的裝潢配上面前大...
T300232,72,墨洋拉麵,2020-10-25,極上貝貝拉麵/260,上臺北的第二天，剛好聚會結束人在公館，於是順道去吃墨洋拉麵點這碗極上貝貝拉麵。這碗極上貝貝拉麵，用的是海鮮的貝類熬煮的湯底加上醬油而成的，喝起來有海洋的鮮甜味道，但不過鹹蠻喝起來清爽的。對於我中午聚餐吃了重口味的我來講，這碗反而對我沒增加太多負擔。干貝吃起來很鮮甜，又帶有嚼勁只可惜這碗只有三顆。(事後才知道可以另外加干貝)聽說墨洋的叉燒飯好像也不錯吃等下次有空再去吃一趟吧.......
T300233,72,墨洋拉麵,2020-08-22,限定海膽拌麵/300,配置平打麵特製美乃滋堅果碎特製海膽粉鮭魚卵海苔馬糞海膽其實我一向並不怎麼喜歡海膽可能是很久以前偶然吃到了一碗海膽丼飯那是我首次嚐到海膽這項食材結果上面的海膽真的腥到爆炸從此令我對海膽有著不太好的印象不過我依舊沒有放棄海膽這次抱著試試看的想法來吃30分鐘前到店排隊居然一個人都沒有？因此讓我當上了今天第一位客人好別廢話那麼多了重點回到麵本身老實說這碗令我對海膽完全改觀整晚我感受不到一絲腥味海膽粉真的超級超級優秀把海膽的味道濃縮在裡面味道真的超棒麵上頭有顆用海苔墊著的馬糞海膽我一開始挖了一點來試味道味道非常鮮甜海膽那獨特的味道伴...
T300234,72,墨洋拉麵,2020-09-06,極上貝貝拉麵/260,配置究極炙燒星鰻海陸tkg/129，溏心蛋/30上次吃拉麵不知道是多久以前了，這次挑了貝系醬油清湯的墨洋來開開葷。以貝系為基底來做湯頭在臺北來說也不多，我想SobaShinn應該也算沾到邊，不過墨洋似乎更純粹一點，麵體應該是使用較易吸附湯汁的極細麵，並用碎洋蔥和青蔥來點綴。Z第一口湯喝下，蛤蠣和蜆的鮮味馬上充斥味蕾，但是鮮味過於突出，個人反倒覺得單調而缺乏層次感，換個說法就是鮮味有餘而餘韻不足，這樣講好像也滿抽象的，不過我也不是專業寫手原諒我吧。干貝，好吃～沒讓我失望，但是叉燒個人覺得是這碗麵的敗筆，麵體和湯頭還可以說會因...
